word,subtype,phonetic,phonetic_uk,phonetic_us,conflict_dialects,source_variants,uk_candidate_count,us_candidate_count
surveyor,no_safe_variant,/səvˈeɪə/,,,uk|us,uk|us,2,2
canonical,has_us_only_but_conflict,/kəˈnɑnəkəl/,,/kəˈnɑnəkəl/,uk,uk,4,1
grueling,has_uk_only_but_conflict,/ˈɡɹuːəlɪŋ/,/ˈɡɹuːlɪŋ/,,us,us,3,2
compensatory,has_us_only_but_conflict,/kəmˈpɛnsəˌtɔɹi/,,/kəmˈpɛnsəˌtɔɹi/,uk,uk,2,1
returning,has_uk_only_but_conflict,/ɹɪtˈɜːnɪŋ/,/ɹɪˈtɜːnɪŋ/,,us,us,2,2
psychoanalysis,no_safe_variant,/ˌsaɪkəʊəˈnæləsɪs/,,,us,us,0,2
indebted,no_safe_variant,/ˌɪndˈɛtɪd/,,,us,us,0,2
pail,has_us_only_but_conflict,/ˈpeɪl/,,/ˈpeɪl/,uk,uk,3,1
agile,has_us_only_but_conflict,/ˈædʒəl/,,/ˈædʒəl/,uk,uk,4,1
commune,has_uk_only_but_conflict,/ˈkɒmjuːn/,/ˈkɒmjuːn/,,us,us,1,2
nexus,has_us_only_but_conflict,/ˈnɛksəs/,,/ˈnɛksəs/,uk,uk,2,1
sparrow,has_us_only_but_conflict,/ˈspɛɹoʊ/,,/ˈspɛɹoʊ/,uk,uk,2,1
underfoot,has_us_only_but_conflict,/ˌʌndɚˈfʊt/,,/ˌʌndɚˈfʊt/,uk,uk,12,1
soprano,no_safe_variant,/səˈprænəʊ/,,,us,us,0,2
septic,has_us_only_but_conflict,/ˈsɛptɪk/,,/ˈsɛptɪk/,uk,uk,10,1
crippling,no_safe_variant,/ˈkɹɪplɪŋ/,,,us,us,0,2
graft,has_us_only_but_conflict,/ˈɡɹæft/,,/ˈɡɹæft/,uk,uk,10,1
elemental,no_safe_variant,/ˌɛlɪmˈɛntəl/,,,us,us,0,2
disobedience,has_uk_only_but_conflict,/dɪsəʊbˈiːdɪəns/,/dɪsəˈbiːdɪəns/,,us,us,1,2
inconclusive,has_us_only_but_conflict,/ˌɪnkənˈkluːsɪv/,,/ˌɪnkənˈkluːsɪv/,uk,uk,2,1
florist,has_uk_only_but_conflict,/ˈflɒɹɪst/,/ˈflɒɹɪst/,,us,us,1,2
chubby,has_us_only_but_conflict,/ˈtʃʌbi/,,/ˈtʃʌbi/,uk,uk,4,1
buoy,has_us_only_but_conflict,/ˈbuːi/,,/ˈbuːi/,uk,uk,4,1
negligent,no_safe_variant,/ˈnɛɡlɪdʒənt/,,,us,us,0,2
carefree,has_us_only_but_conflict,/ˈkɛɹˌfɹiː/,,/ˈkɛɹˌfɹiː/,uk,uk,2,1
afterthought,no_safe_variant,/ˈɑːftəθɒːt/,,,us,us,0,2
retrieval,no_safe_variant,/ɹɪtɹˈiːvəl/,,,us,us,0,2
whimper,no_safe_variant,/ˈwɪmpə/,,,us,us,0,2
auxiliary,has_uk_only_but_conflict,/ɔːksˈɪlɪəɹɪ/,/ɔːɡˈzɪliəɹi/,,us,us,2,2
horseshoe,has_us_only_but_conflict,/ˈhɔɹsˌʃuː/,,/ˈhɔɹsˌʃuː/,uk,uk,4,1
urbanization,no_safe_variant,/ˌɜːbɐnaɪzˈeɪʃən/,,,us,us,0,2
rupture,has_us_only_but_conflict,/ˈɹʌptʃɚ/,,/ˈɹʌptʃɚ/,uk,uk,4,1
deductible,has_us_only_but_conflict,/dɪˈdʌktəbəl/,,/dɪˈdʌktəbəl/,uk,uk,4,1
predominate,no_safe_variant,/pɹɪdˈɒmɪnˌeɪt/,,,us,us,0,2
inert,has_us_only_but_conflict,/ˌɪˈnɝt/,,/ˌɪˈnɝt/,uk,uk,6,1
intangible,has_us_only_but_conflict,/ˌɪnˈtændʒəbəl/,,/ˌɪnˈtændʒəbəl/,uk,uk,4,1
affix,no_safe_variant,/ɐfˈɪks/,,,us,us,0,2
wanting,has_uk_only_but_conflict,/ˈwɒntɪŋ/,/ˈwɒntɪŋ/,,us,us,4,2
emergent,has_uk_only_but_conflict,/ɪmˈɜːdʒənt/,/ɪˈmɜːd͡ʒənt/,,us,us,2,2
herbicide,has_uk_only_but_conflict,/ˈhɜːbɪsˌaɪd/,/ˈhɜːbɪsaɪd/,,us,us,1,2
lieu,no_safe_variant,/ˈluː/,,,us,us,0,2
tactile,no_safe_variant,/ˈtæktaɪl/,,,us,us,0,2
diverge,has_us_only_but_conflict,/dɪˈvɝdʒ/,,/dɪˈvɝdʒ/,uk,uk,4,1
softness,has_uk_only_but_conflict,/ˈsɒftnəs/,/ˈsɒftnəs/,,us,us,1,2
scrawl,has_us_only_but_conflict,/ˈskɹɔl/,,/ˈskɹɔl/,uk,uk,6,1
abstain,has_uk_only_but_conflict,/ɐbstˈeɪn/,/əbˈsteɪn/,,us,us,1,2
whisker,no_safe_variant,/ˈwɪskə/,,,us,us,0,2
esoteric,has_uk_only_but_conflict,/ˌɛsəʊtˈɛɹɪk/,/ˌiːsəʊˈtɛɹɪk/,,us,us,2,2
decode,has_us_only_but_conflict,/dɪˈkoʊd/,,/dɪˈkoʊd/,uk,uk,4,1
exuberance,has_us_only_but_conflict,/ɪɡˈzuːbɚəns/,,/ɪɡˈzuːbɚəns/,uk,uk,2,1
predate,has_uk_only_but_conflict,/pɹɪdˈeɪt/,/pɹɪˈdeɪt/,,us,us,1,2
cooker,has_us_only_but_conflict,/ˈkʊkɚ/,,/ˈkʊkɚ/,uk,uk,2,1
sedentary,has_us_only_but_conflict,/ˈsɛdənˌtɛɹi/,,/ˈsɛdənˌtɛɹi/,uk,uk,4,1
divulge,no_safe_variant,/dɪˈvʌldʒ/,,,us,us,0,2
brotherhood,has_us_only_but_conflict,/ˈbɹʌðɚˌhʊd/,,/ˈbɹʌðɚˌhʊd/,uk,uk,4,1
predicate,has_uk_only_but_conflict,/ˈpɹɛdɪkˌeɪt/,/ˈpɹɛdɪkət/,,us,us,2,2
agreeable,has_us_only_but_conflict,/əˈɡɹiːəbəl/,,/əˈɡɹiːəbəl/,uk,uk,4,1
allegory,has_us_only_but_conflict,/ˈæləˌɡɔɹi/,,/ˈæləˌɡɔɹi/,uk,uk,4,1
approximation,has_us_only_but_conflict,/əˌpɹɑksəˈmeɪʃən/,,/əˌpɹɑksəˈmeɪʃən/,uk,uk,2,1
benefactor,has_us_only_but_conflict,/ˈbɛnəˌfæktɚ/,,/ˈbɛnəˌfæktɚ/,uk,uk,2,1
clatter,has_us_only_but_conflict,/ˈklætɚ/,,/ˈklætɚ/,uk,uk,4,1
repudiate,has_us_only_but_conflict,/ɹiˈpjuːdiˌeɪt/,,/ɹiˈpjuːdiˌeɪt/,uk,uk,2,1
blackberry,has_us_only_but_conflict,/ˈblækˌbɛɹi/,,/ˈblækˌbɛɹi/,uk,uk,4,1
deforestation,has_us_only_but_conflict,/dɪˌfɔɹɪˈsteɪʃən/,,/dɪˌfɔɹɪˈsteɪʃən/,uk,uk,2,1
spire,has_us_only_but_conflict,/ˈspaɪɹ/,,/ˈspaɪɹ/,uk,uk,8,1
methodically,no_safe_variant,/mɛθˈɒdɪklɪ/,,,us,us,0,2
perseverance,has_us_only_but_conflict,/ˌpɝsəˈvɪɹəns/,,/ˌpɝsəˈvɪɹəns/,uk,uk,2,1
malice,no_safe_variant,/ˈmælɪs/,,,us,us,0,2
cleavage,no_safe_variant,/ˈkliːvɪdʒ/,,,us,us,0,2
plethora,no_safe_variant,/ˈplɛθəɹə/,,,uk|us,uk|us,3,2
puzzling,no_safe_variant,/ˈpʌzlɪŋ/,,,us,us,0,2
informational,has_uk_only_but_conflict,/ˌɪnfəmˈeɪʃənəl/,/ˌɪnfəˈmeɪʃənəl/,,us,us,1,2
veterinary,has_us_only_but_conflict,/ˈvɛtɹəˌnɛɹi/,,/ˈvɛtɹəˌnɛɹi/,uk,uk,6,1
complicity,no_safe_variant,/kəmplˈɪsɪtɪ/,,,us,us,0,2
jeweler,no_safe_variant,/ˈdʒuːələ/,,,us,us,0,2
innovator,no_safe_variant,/ˈɪnəvˌeɪtə/,,,us,us,0,2
intestinal,has_us_only_but_conflict,/ɪnˈtɛstənəl/,,/ɪnˈtɛstənəl/,uk,uk,2,1
ultra,has_us_only_but_conflict,/ˈʌltɹə/,,/ˈʌltɹə/,uk,uk,4,1
carrying,no_safe_variant,/ˈkærɪɪŋ/,,,uk|us,uk|us,4,2
preposterous,no_safe_variant,/pɹɪpˈɒstəɹəs/,,,uk|us,uk|us,2,2
habitual,has_us_only_but_conflict,/həˈbɪtʃuəl/,,/həˈbɪtʃuəl/,uk,uk,4,1
prioritize,has_us_only_but_conflict,/pɹaɪˈɔɹəˌtaɪz/,,/pɹaɪˈɔɹəˌtaɪz/,uk,uk,2,1
purify,has_us_only_but_conflict,/ˈpjʊɹəˌfaɪ/,,/ˈpjʊɹəˌfaɪ/,uk,uk,2,1
diversification,has_uk_only_but_conflict,/daɪvˌɜːsɪfɪkˈeɪʃən/,/daɪˌvɜːsɪfɪˈkeɪʃən/,,us,us,1,2
personalize,has_us_only_but_conflict,/ˈpɝsənəˌlaɪz/,,/ˈpɝsənəˌlaɪz/,uk,uk,2,1
celtic,no_safe_variant,/ˈkɛltɪk/,,,us,us,0,2
eleventh,has_uk_only_but_conflict,/ɪlˈɛvənθ/,/ɪˈlɛvənθ/,,us,us,2,2
apprehensive,no_safe_variant,/ˌæprɪˈhensɪv/,,,us,us,0,2
ya,has_us_only_but_conflict,/ˈjɑ/,,/ˈjɑ/,uk,uk,2,1
chassis,has_us_only_but_conflict,/ˈtʃæsi/,,/ˈtʃæsi/,uk,uk,8,1
adventurer,no_safe_variant,/ɐdvˈɛntʃəɹə/,,,us,us,0,2
slant,has_us_only_but_conflict,/ˈslænt/,,/ˈslænt/,uk,uk,6,1
smuggling,no_safe_variant,/ˈsmʌɡlɪŋ/,,,us,us,0,2
radiator,has_us_only_but_conflict,/ˈɹeɪdiˌeɪtɚ/,,/ˈɹeɪdiˌeɪtɚ/,uk,uk,2,1
estuary,has_us_only_but_conflict,/ˈɛstʃuˌɛɹi/,,/ˈɛstʃuˌɛɹi/,uk,uk,3,1
procure,has_us_only_but_conflict,/pɹoʊˈkjʊɹ/,,/pɹoʊˈkjʊɹ/,uk,uk,2,1
levy,has_uk_only_but_conflict,/ˈlɛvɪ/,/ˈlɛvi/,,us,us,3,2
stereotypical,has_uk_only_but_conflict,/ˌsterɪəˈtɪpɪkl/,/ˌstɛɹiːəˈtɪpɪkəl/,,us,us,1,2
tortoise,has_us_only_but_conflict,/ˈtɔɹtəs/,,/ˈtɔɹtəs/,uk,uk,2,1
postage,has_uk_only_but_conflict,/ˈpəʊstɪdʒ/,/ˈpəʊstɪd͡ʒ/,,us,us,1,2
colonize,has_us_only_but_conflict,/ˈkɑləˌnaɪz/,,/ˈkɑləˌnaɪz/,uk,uk,2,1
asking,has_us_only_but_conflict,/ˈæskɪŋ/,,/ˈæskɪŋ/,uk,uk,6,1
preface,has_us_only_but_conflict,/ˈpɹɛfəs/,,/ˈpɹɛfəs/,uk,uk,4,1
molten,has_us_only_but_conflict,/ˈmoʊltən/,,/ˈmoʊltən/,uk,uk,4,1
minuscule,has_us_only_but_conflict,/ˈmɪnəsˌkjuːl/,,/ˈmɪnəsˌkjuːl/,uk,uk,8,1
nascent,has_us_only_but_conflict,/ˈneɪsənt/,,/ˈneɪsənt/,uk,uk,2,1
expatriate,no_safe_variant,/ɛkspˈatɹɪˌeɪt/,,,us,us,0,2
dole,has_us_only_but_conflict,/ˈdoʊl/,,/ˈdoʊl/,uk,uk,8,1
behemoth,no_safe_variant,/bɪˈhiːmɔθ/,,,us,us,0,2
clot,has_us_only_but_conflict,/ˈklɑt/,,/ˈklɑt/,uk,uk,4,1
elitist,has_uk_only_but_conflict,/ɪlˈiːtɪst/,/ɪˈliːtɪst/,,us,us,2,2
cull,has_us_only_but_conflict,/ˈkʌl/,,/ˈkʌl/,uk,uk,6,1
budgetary,has_us_only_but_conflict,/ˈbʌdʒɪˌtɛɹi/,,/ˈbʌdʒɪˌtɛɹi/,uk,uk,2,1
blunder,has_us_only_but_conflict,/ˈblʌndɚ/,,/ˈblʌndɚ/,uk,uk,4,1
primordial,has_uk_only_but_conflict,/pɹɪmˈɔːdɪəl/,/pɹaɪˈmɔːdiəl/,,us,us,2,2
covering,no_safe_variant,/ˈkʌvərɪŋ/,,,us,us,0,2
err,no_safe_variant,/ˈɜː/,,,us,us,0,2
caterpillar,has_uk_only_but_conflict,/ˈkætəpɪlə/,/ˈkætəˌpɪlə/,,us,us,2,2
impractical,no_safe_variant,/ɪmˈpræktɪkəl/,,,us,us,0,2
intrinsically,no_safe_variant,/ɪntɹˈɪnsɪklɪ/,,,us,us,0,2
entrench,has_us_only_but_conflict,/ɛnˈtɹɛntʃ/,,/ɛnˈtɹɛntʃ/,uk,uk,2,1
financier,no_safe_variant,/faɪˈnænsɪə/,,,us,us,0,2
embedded,has_us_only_but_conflict,/ɛmˈbɛdɪd/,,/ɛmˈbɛdɪd/,uk,uk,4,1
evasion,no_safe_variant,/ɪvˈeɪʒən/,,,us,us,0,2
whimsical,has_uk_only_but_conflict,/ˈwɪmzɪkəl/,/ˈwɪmzɪkəl/,,us,us,1,2
mire,has_uk_only_but_conflict,/ˈmaɪə/,/ˈmaɪə/,,us,us,3,2
preparatory,no_safe_variant,/prɪˈpærətərɪ/,,,us,us,0,2
bombard,has_us_only_but_conflict,/bɑmˈbɑɹd/,,/bɑmˈbɑɹd/,uk,uk,2,1
tranquil,no_safe_variant,/ˈtræŋkwɪl/,,,us,us,0,2
panorama,has_us_only_but_conflict,/ˌpænɚˈæmə/,,/ˌpænɚˈæmə/,uk,uk,2,1
postulate,has_uk_only_but_conflict,/ˈpɒstʃʊlˌeɪt/,/ˈpɒstjʊleɪt/,,us,uk|us,3,2
inundate,has_us_only_but_conflict,/ˈɪnənˌdeɪt/,,/ˈɪnənˌdeɪt/,uk,uk,3,1
handbook,has_us_only_but_conflict,/ˈhændˌbʊk/,,/ˈhændˌbʊk/,uk,uk,2,1
recur,no_safe_variant,/ɹɪkˈɜː/,,,us,us,0,2
rendezvous,has_us_only_but_conflict,/ˈɹɑndɪˌvuː/,,/ˈɹɑndɪˌvuː/,uk,uk,4,1
inertia,has_us_only_but_conflict,/ˌɪˈnɝʃə/,,/ˌɪˈnɝʃə/,uk,uk,2,1
respite,has_us_only_but_conflict,/ˈɹɛspɪt/,,/ˈɹɛspɪt/,uk,uk,4,1
reuse,no_safe_variant,/ɹiːjˈuːz/,,,us,us,0,2
listed,no_safe_variant,/ˈlɪstɪd/,,,us,us,0,2
refill,no_safe_variant,/ɹɪfˈɪl/,,,us,us,0,2
pun,has_us_only_but_conflict,/ˈpʌn/,,/ˈpʌn/,uk,uk,8,1
onlooker,has_us_only_but_conflict,/ˈɔnˌlʊkɚ/,,/ˈɔnˌlʊkɚ/,uk,uk,2,1
teapot,has_us_only_but_conflict,/ˈtiːˌpɑt/,,/ˈtiːˌpɑt/,uk,uk,2,1
annuity,no_safe_variant,/ɐnjˈuːtɪ/,,,us,us,0,3
aggregate,no_safe_variant,/ˈægrɪgət/,,,us,us,0,3
chronically,no_safe_variant,/ˈkɹɒnɪklɪ/,,,us,us,0,2
reset,no_safe_variant,/ɹɪsˈɛt/,,,us,us,0,2
epoch,no_safe_variant,/ˈɛpɒk/,,,uk|us,uk|us,6,2
dramatize,no_safe_variant,/ˈdræmətaɪz/,,,us,us,0,2
classy,has_us_only_but_conflict,/ˈklæsi/,,/ˈklæsi/,uk,uk,2,1
primacy,has_us_only_but_conflict,/ˈpɹaɪməsi/,,/ˈpɹaɪməsi/,uk,uk,2,1
acreage,no_safe_variant,/ˈeɪkəɹɪdʒ/,,,us,us,0,2
experimenter,has_us_only_but_conflict,/ɪkˈspɛɹəˌmɛntɚ/,,/ɪkˈspɛɹəˌmɛntɚ/,uk,uk,2,1
accomplice,has_us_only_but_conflict,/əˈkɑmpləs/,,/əˈkɑmpləs/,uk,uk,2,1
incline,no_safe_variant,/ɪŋklˈaɪn/,,,us,us,0,2
epiphany,has_us_only_but_conflict,/ɪˈpɪfəni/,,/ɪˈpɪfəni/,uk,uk,3,1
oftentimes,no_safe_variant,/ˈɒfəntˌaɪmz/,,,uk|us,uk|us,2,2
enactment,no_safe_variant,/ɪˈnæktm(ə)nt/,,,us,us,0,2
impasse,no_safe_variant,/ˈɪmpɑːs/,,,uk|us,uk|us,4,2
entrenched,no_safe_variant,/ɛntɹˈɛntʃt/,,,us,us,0,2
substantiate,no_safe_variant,/səbˈstænʃɪeɪt/,,,uk|us,uk|us,2,2
chimpanzee,has_us_only_but_conflict,/tʃɪmˈpænzi/,,/tʃɪmˈpænzi/,uk,uk,3,1
captivate,has_us_only_but_conflict,/ˈkæptɪˌveɪt/,,/ˈkæptɪˌveɪt/,uk,uk,2,1
honk,has_uk_only_but_conflict,/ˈhɒŋk/,/hɒŋk/,,us,us,3,2
sheath,has_us_only_but_conflict,/ˈʃiːθ/,,/ˈʃiːθ/,uk,uk,2,1
refinance,no_safe_variant,/ˌriːfaɪˈnæns/,,,us,us,0,2
mesa,has_us_only_but_conflict,/ˈmeɪsə/,,/ˈmeɪsə/,uk,uk,2,1
twelfth,has_us_only_but_conflict,/ˈtwɛlfθ/,,/ˈtwɛlfθ/,uk,uk,8,1
erroneous,no_safe_variant,/ɛɹˈəʊnɪəs/,,,uk|us,uk|us,2,2
reverberate,no_safe_variant,/ɹɪvˈɜːbəɹˌeɪt/,,,uk|us,uk|us,2,2
pendulum,has_us_only_but_conflict,/ˈpɛndʒələm/,,/ˈpɛndʒələm/,uk,uk,2,1
tumultuous,has_us_only_but_conflict,/ˌtuːˈmʌlˌtʃuːəs/,,/ˌtuːˈmʌlˌtʃuːəs/,uk,uk,3,1
subdue,has_us_only_but_conflict,/səbˈduː/,,/səbˈduː/,uk,uk,2,1
revoke,no_safe_variant,/ɹɪvˈəʊk/,,,uk|us,uk|us,4,2
ecumenical,has_us_only_but_conflict,/ˌɛkjuˈmɛnɪkəl/,,/ˌɛkjuˈmɛnɪkəl/,uk,uk,2,1
aperture,has_us_only_but_conflict,/ˈæpɚtʃɚ/,,/ˈæpɚtʃɚ/,uk,uk,2,1
transatlantic,no_safe_variant,/ˌtrænsətˈlæntɪk/,,,us,us,0,2
smug,has_us_only_but_conflict,/ˈsmʌɡ/,,/ˈsmʌɡ/,uk,uk,6,1
appreciative,no_safe_variant,/ɐpɹˈiːʃɪətˌɪv/,,,us,us,0,2
placid,no_safe_variant,/ˈplæsɪd/,,,us,us,0,2
splinter,has_us_only_but_conflict,/ˈsplɪntɚ/,,/ˈsplɪntɚ/,uk,uk,4,1
manifesto,no_safe_variant,/ˌmænɪˈfestəʊ/,,,uk|us,uk|us,4,2
suitor,has_us_only_but_conflict,/ˈsuːtɚ/,,/ˈsuːtɚ/,uk,uk,4,1
bookcase,has_us_only_but_conflict,/ˈbʊkˌkeɪs/,,/ˈbʊkˌkeɪs/,uk,uk,2,1
majesty,has_us_only_but_conflict,/ˈmædʒəsti/,,/ˈmædʒəsti/,uk,uk,2,1
symbolically,no_safe_variant,/sɪmˈbɒlɪklɪ/,,,us,us,0,2
byzantine,no_safe_variant,/bɪˈzæntaɪn/,,,uk|us,uk|us,4,2
calamity,no_safe_variant,/kəˈlæmɪtɪ/,,,us,us,0,2
transmitted,no_safe_variant,/tɹansmˈɪtɪd/,,,us,us,0,2
cartilage,no_safe_variant,/ˈkɑːtɪlɪdʒ/,,,uk|us,uk|us,2,2
technologically,no_safe_variant,/teknəˈlɔdʒɪkəlɪ/,,,us,us,0,2
whirlwind,has_uk_only_but_conflict,/ˈwɜːlwɪnd/,/ˈwɜːlwɪnd/,,us,us,2,2
temperate,no_safe_variant,/ˈtɛmpəɹət/,,,us,us,0,2
pedagogy,has_us_only_but_conflict,/ˈpɛdəˌɡoʊdʒi/,,/ˈpɛdəˌɡoʊdʒi/,uk,uk,2,1
firewood,no_safe_variant,/ˈfaɪəwʊd/,,,us,us,0,2
securely,has_us_only_but_conflict,/sɪˈkjʊɹli/,,/sɪˈkjʊɹli/,uk,uk,2,1
arduous,has_us_only_but_conflict,/ˈɑɹdʒuəs/,,/ˈɑɹdʒuəs/,uk,uk,2,1
passageway,no_safe_variant,/ˈpæsɪdʒweɪ/,,,us,us,0,2
obscurity,has_us_only_but_conflict,/əbsˈkjʊɹəti/,,/əbsˈkjʊɹəti/,uk,uk,2,1
animate,no_safe_variant,/ˈænɪmeɪt/,,,uk|us,uk|us,2,2
emerald,no_safe_variant,/ˈɛməɹəld/,,,us,us,0,2
appalachian,no_safe_variant,/ˌæpəˈleɪtʃjən/,,,us,us,0,3
diffuse,no_safe_variant,/dɪfjˈuːz/,,,uk|us,uk|us,2,2
mounted,no_safe_variant,/ˈmaʊntɪd/,,,us,us,0,3
predicted,no_safe_variant,/prɪˈdɪktɪd/,,,us,us,0,2
inhibition,no_safe_variant,/ɪnhɪbˈɪʃən/,,,us,us,0,2
dosage,no_safe_variant,/ˈdəʊsɪdʒ/,,,us,us,0,2
antarctic,no_safe_variant,/æntˈɑːktɪk/,,,us,us,0,2
cervical,no_safe_variant,/ˈsɜːvɪkəl/,,,uk|us,uk|us,4,2
crayon,has_us_only_but_conflict,/ˈkɹeɪˌɑn/,,/ˈkɹeɪˌɑn/,uk,uk,10,1
crescent,has_us_only_but_conflict,/ˈkɹɛsənt/,,/ˈkɹɛsənt/,uk,uk,6,1
triangular,has_us_only_but_conflict,/tɹaɪˈæŋɡjəlɚ/,,/tɹaɪˈæŋɡjəlɚ/,uk,uk,2,1
prerogative,has_uk_only_but_conflict,/pɹɪɹˈɒɡətˌɪv/,/pɹɪˈɹɒɡətɪv/,,us,us,2,2
sandstone,has_uk_only_but_conflict,/ˈsændstəʊn/,/ˈsændˌstəʊn/,,us,us,1,2
camaraderie,has_us_only_but_conflict,/ˌkɑmɚˈɑdɚi/,,/ˌkɑmɚˈɑdɚi/,uk,uk,2,1
buff,has_us_only_but_conflict,/ˈbʌf/,,/ˈbʌf/,uk,uk,16,1
maverick,has_uk_only_but_conflict,/ˈmævərɪk/,/ˈmævəɹɪk/,,us,us,3,2
decreased,no_safe_variant,/diːˈkriːst/,,,us,us,0,2
concurrent,has_us_only_but_conflict,/kənˈkɝənt/,,/kənˈkɝənt/,uk,uk,4,1
meltdown,has_us_only_but_conflict,/ˈmɛltˌdaʊn/,,/ˈmɛltˌdaʊn/,uk,uk,2,1
assured,has_us_only_but_conflict,/əˈʃʊɹd/,,/əˈʃʊɹd/,uk,uk,6,1
earmark,has_uk_only_but_conflict,/ˈɪəmɑːk/,/ˈɪəmɑːk/,,us,us,2,2
evangelist,no_safe_variant,/ɪˈvændʒɪlɪst/,,,us,us,0,2
concussion,has_us_only_but_conflict,/kənˈkʌʃən/,,/kənˈkʌʃən/,uk,uk,3,1
detour,no_safe_variant,/ˈdiːtʊə/,,,us,us,0,2
duet,no_safe_variant,/djuːˈɛt/,,,us,us,0,2
burrow,has_us_only_but_conflict,/ˈbɝoʊ/,,/ˈbɝoʊ/,uk,uk,4,1
detached,no_safe_variant,/dɪˈtætʃt/,,,us,us,0,2
vignette,no_safe_variant,/vɪnjˈɛt/,,,us,us,0,2
affectionate,no_safe_variant,/ɐfˈɛkʃənət/,,,us,us,0,2
nobility,has_us_only_but_conflict,/noʊˈbɪləti/,,/noʊˈbɪləti/,uk,uk,2,1
rarity,no_safe_variant,/ˈɹeəɹətɪ/,,,uk|us,uk|us,2,2
supplant,has_us_only_but_conflict,/səˈplænt/,,/səˈplænt/,uk,uk,2,1
disintegration,has_uk_only_but_conflict,/ˌdɪsˌɪntɪɡɹˈeɪʃən/,/dɪsɪntɪˈɡɹeɪʃən/,,us,us,1,2
resin,no_safe_variant,/ˈɹɛzɪn/,,,us,us,0,2
endemic,has_us_only_but_conflict,/ɛnˈdɛmɪk/,,/ɛnˈdɛmɪk/,uk,uk,4,1
grapefruit,has_us_only_but_conflict,/ˈɡɹeɪpˌfɹuːt/,,/ˈɡɹeɪpˌfɹuːt/,uk,uk,2,1
conduit,no_safe_variant,/ˈkɒndjuːˌɪt/,,,us,us,0,3
negligible,no_safe_variant,/ˈnɛɡlɪdʒəbəl/,,,us,us,0,2
amino,has_us_only_but_conflict,/əˈmiːnoʊ/,,/əˈmiːnoʊ/,uk,uk,4,1
whiff,no_safe_variant,/ˈwɪf/,,,us,us,0,2
retaliate,no_safe_variant,/rɪˈtælɪeɪt/,,,us,us,0,2
torment,no_safe_variant,/ˈtɔːmɛnt/,,,us,us,0,2
disarray,has_uk_only_but_conflict,/ˌdɪsɐɹˈeɪ/,/dɪsəˈɹeɪ/,,us,us,2,2
desolate,no_safe_variant,/ˈdɛsələt/,,,us,us,0,3
welsh,has_uk_only_but_conflict,/ˈwɛlʃ/,/wɛlʃ/,,us,us,1,2
plumber,has_us_only_but_conflict,/ˈplʌmɚ/,,/ˈplʌmɚ/,uk,uk,4,1
scheduling,no_safe_variant,/ˈʃɛdjuːlɪŋ/,,,us,us,0,2
incense,no_safe_variant,/ˈɪnsɛns/,,,us,us,0,2
assemblage,no_safe_variant,/ɐsˈɛmblɪdʒ/,,,us,us,0,2
bunny,has_us_only_but_conflict,/ˈbʌni/,,/ˈbʌni/,uk,uk,12,1
inaugurate,no_safe_variant,/ɪnˈɔːɡjʊɹˌeɪt/,,,uk|us,uk|us,2,2
stratum,has_us_only_but_conflict,/ˈstɹætəm/,,/ˈstɹætəm/,uk,uk,2,1
carnival,has_us_only_but_conflict,/ˈkɑɹnəvəl/,,/ˈkɑɹnəvəl/,uk,uk,4,1
solace,has_uk_only_but_conflict,/ˈsɒlɪs/,/ˈsɒlɪs/,,us,us,2,2
bagel,has_us_only_but_conflict,/ˈbeɪɡəl/,,/ˈbeɪɡəl/,uk,uk,6,1
eschew,has_us_only_but_conflict,/ɛsˈtʃuː/,,/ɛsˈtʃuː/,uk,uk,6,1
allure,has_us_only_but_conflict,/əˈlʊɹ/,,/əˈlʊɹ/,uk,uk,6,1
mysteriously,no_safe_variant,/mɪˈstɪərɪəslɪ/,,,us,us,0,2
fantasize,no_safe_variant,/ˈfæntəsaɪz/,,,us,us,0,2
stuffing,has_us_only_but_conflict,/ˈstʌfɪŋ/,,/ˈstʌfɪŋ/,uk,uk,4,1
enclosed,has_uk_only_but_conflict,/ɛŋklˈəʊzd/,/ənˈkləʊzd/,,us,us,2,2
dissect,has_us_only_but_conflict,/daɪˈsɛkt/,,/daɪˈsɛkt/,uk,uk,2,1
forbidden,no_safe_variant,/fəbˈɪdən/,,,uk|us,uk|us,4,2
prelude,has_us_only_but_conflict,/ˈpɹeɪˌluːd/,,/ˈpɹeɪˌluːd/,uk,uk,4,1
approximate,has_uk_only_but_conflict,/ɐpɹˈɒksɪmət/,/əˈpɹɒksɪmət/,,us,uk|us,3,2
mischief,has_us_only_but_conflict,/ˈmɪstʃəf/,,/ˈmɪstʃəf/,uk,uk,8,1
waft,has_us_only_but_conflict,/ˈwɑft/,,/ˈwɑft/,uk,uk,4,1
handbag,has_us_only_but_conflict,/ˈhændˌbæɡ/,,/ˈhændˌbæɡ/,uk,uk,4,1
cod,no_safe_variant,/ˈkɒd/,,,uk|us,uk|us,12,2
lug,has_us_only_but_conflict,/ˈlʌɡ/,,/ˈlʌɡ/,uk,uk,6,1
utmost,has_us_only_but_conflict,/ˈʌtˌmoʊst/,,/ˈʌtˌmoʊst/,uk,uk,6,1
grandeur,has_us_only_but_conflict,/ɡɹænˈduːɹ/,,/ɡɹænˈduːɹ/,uk,uk,4,1
mast,has_us_only_but_conflict,/ˈmæst/,,/ˈmæst/,uk,uk,12,1
